Interest,Aliases,vector_id
hydraulic control,"Autonomous Systems, HC, Robotics & Automation",interest_1392
hydraulic engineering,HE,interest_1393
hydraulic machines,HM,interest_1394
hydraulic structures,HS,interest_1395
hydraulics,"hydraulics Research, hydraulics Technology",interest_1396
hydro-climatology and extreme events,HCEE,interest_1397
hydroclimate,"hydroclimate Research, hydroclimate Technology",interest_1398
hydroclimatology,"hydroclimatology Research, hydroclimatology Technology",interest_1399
hydrodynamic machines,HM,interest_1400
hydrodynamic stabiilty,HS,interest_1401
hydrodynamics,"hydrodynamics Research, hydrodynamics Technology",interest_1402
hydroelasticity,"hydroelasticity Research, hydroelasticity Technology",interest_1403
hydrogels,"hydrogels Research, hydrogels Technology",interest_1404
hydrogen membrane,HM,interest_1405
hydrogen production,HP,interest_1406
hydrogen storage,HS,interest_1407
hydrogenation,"hydrogenation Research, hydrogenation Technology",interest_1408
hydrogeology,"hydrogeology Research, hydrogeology Technology",interest_1409
hydrologic modeling,HM,interest_1410
hydrological modelling,HM,interest_1411
hydrological processes,HP,interest_1412
hydrology,"hydrology Research, hydrology Technology",interest_1413
hydropower,"hydropower Research, hydropower Technology",interest_1414
hydrovoltaics,"Artificial Intelligence, Machine Intelligence",interest_1415
hyperspectral remote sensing,HRS,interest_1416
hypervalent iodine,HI,interest_1417
i/o psychology,IOP,interest_1418
ibm,"ibm Research, ibm Technology",interest_1419
ic engine,IE,interest_1420
ic engines,IE,interest_1421
ice calibration & testing,ICT,interest_1422
icme,"icme Research, icme Technology",interest_1423
igneous petrology,IP,interest_1424
iit kharagpur,IK,interest_1425
image and video coding,"IVC, Image Analysis, Visual Recognition",interest_1426
image and video quality assessment,"IVQA, Image Analysis, Visual Recognition",interest_1427
image processing,"DIP, Digital Image Processing, IP, Image Analysis, Image Enhancement, Segmentation, Visual Recognition",interest_1428
image processing and computer vision,"IPCV, Image Analysis, Visual Recognition",interest_1429
image processing of digital data,"IPDD, Image Analysis, Visual Recognition",interest_1430
image/video content analysis,"IVCA, Image Analysis, Visual Recognition",interest_1431
image/video processing,"IVP, Image Analysis, Visual Recognition",interest_1432
imaging,"imaging Research, imaging Technology",interest_1433
imapct of led on plant morphogenesis,ILOPM,interest_1434
immunology,"immunology Research, immunology Technology",interest_1435
immunoncology,"immunoncology Research, immunoncology Technology",interest_1436
impact evaluation,IE,interest_1437
impact mechanics,IM,interest_1438
impact of climate change,ICC,interest_1439
impact of distributed generation,IDG,interest_1440
impact on crops and human health,IOCHH,interest_1441
imultiphase flow,IF,interest_1442
in,"in Research, in Technology",interest_1443
in-plane thz photonics,PTP,interest_1444
in-situ composites,SC,interest_1445
in-situ tem studies,STS,interest_1446
in-vivo models,VM,interest_1447
inclusive design,ID,interest_1448
incremental identification,II,interest_1449
india's northeast focus on manipur,ISNFOM,interest_1450
indian modernity,IM,interest_1451
indian monsoon,IM,interest_1452
indian philosophy,IP,interest_1453
indoor air quality,"Artificial Intelligence, IAQ, Machine Intelligence",interest_1454
induction generators,IG,interest_1455
industrial ai,"Artificial Intelligence, IA, Machine Intelligence",interest_1456
industrial automation,IA,interest_1457
industrial ecology,IE,interest_1458
industrial economics,IE,interest_1459
industrial engineering,IE,interest_1460
industrial microbiology,"Biomedical Engineering, Biotechnology, IM",interest_1461
industrial psychology,IP,interest_1462
industry 4.0,I40,interest_1463
inelasticity of materials,"Advanced Materials, IM, Materials Science",interest_1464
infection associated cancer,IAC,interest_1465
infection biology,"Biomedical Engineering, Biotechnology, IB",interest_1466
infectious diseases,ID,interest_1467
inflammasome,"inflammasome Research, inflammasome Technology",interest_1468
inflammation,"inflammation Research, inflammation Technology",interest_1469
information retrieval,IR,interest_1470
information security,IS,interest_1471
information theory,IT,interest_1472
informational retrieval,IR,interest_1473
infrared thermography,IT,interest_1474
infrastructure planning and management,IPM,interest_1475
inhibitory control,"Autonomous Systems, IC, Robotics & Automation",interest_1476
injectable bone cements and value added,IBCVA,interest_1477
innate immune response,IIR,interest_1478
innovation,"innovation Research, innovation Technology",interest_1479
innovative material processing,"Advanced Materials, IMP, Materials Science",interest_1480
inorganic and organometallic chemistry,IOC,interest_1481
inorganic biochemistry,"Biomedical Engineering, Biotechnology, IB",interest_1482
inorganic chemistry,IC,interest_1483
inorganic nanostructures,"IN, Nanoscale Science, Nanotechnology",interest_1484
inorganic physical chemistry,IPC,interest_1485
inorganic synthesis,IS,interest_1486
insitu micro-mechanical testing,IMMT,interest_1487
instability at soft interfaces,IASI,interest_1488
instability-thin film-soft matter,ITFSM,interest_1489
instrumentation,"instrumentation Research, instrumentation Technology",interest_1490
integrated energy systems,"Clean Energy, IES, Renewable Energy Systems",interest_1491
integrated photonics,IP,interest_1492
integrated water management,IWM,interest_1493
integrative genomics,IG,interest_1494
intellectual property,IP,interest_1495
intellectual property management,IPM,interest_1496
intelligent control,"Autonomous Systems, IC, Robotics & Automation",interest_1497
intelligent sensing,IS,interest_1498
intelligent system design,ISD,interest_1499
intelligent systems and control,"Autonomous Systems, ISC, Robotics & Automation",interest_1500
intelligent transportation,IT,interest_1501
intelligent transportation system,ITS,interest_1502
intelligent transportation systems,ITS,interest_1503
interaction design,ID,interest_1504
interconnects,"interconnects Research, interconnects Technology",interest_1505
interface electronics,IE,interest_1506
interfaces,"interfaces Research, interfaces Technology",interest_1507
interfacial electron transfer,IET,interest_1508
interfacial mechanics,IM,interest_1509
interfacial phenomena,IP,interest_1510
interfacial phenomena and phase change,IPPC,interest_1511
interfacial solar steam generation,"Clean Energy, ISSG, Renewable Energy Systems",interest_1512
intergalactic medium,IM,interest_1513
interlayer coupling in multilayers,ICM,interest_1514
internal combustion engines,ICE,interest_1515
international economics,IE,interest_1516
international finance and econometric,IFE,interest_1517
international finance and housing economics,IFHE,interest_1518
international finance and trade,IFT,interest_1519
international trade,IT,interest_1520
internet,"internet Research, internet Technology",interest_1521
internet and blockchain,"Artificial Intelligence, IB, Machine Intelligence",interest_1522
internet of things,IT,interest_1523
internet of things (iot),ITI,interest_1524
internet-of-things,IT,interest_1525
interpretability,"interpretability Research, interpretability Technology",interest_1526
intertial sensors and analytical,ISA,interest_1527
inventory & scm,IS,interest_1528
inventory control,"Autonomous Systems, IC, Robotics & Automation",interest_1529
inventory management,IM,interest_1530
inverse problems,IP,interest_1531
investment casting,IC,interest_1532
io psychology,IP,interest_1533
ion beam physics,IBP,interest_1534
ion channel biology,"Biomedical Engineering, Biotechnology, ICB",interest_1535
ion transport,IT,interest_1536
ionic conductors,IC,interest_1537
ionic liquids,IL,interest_1538
ionic polymer membranes,IPM,interest_1539
ionic solvents,IS,interest_1540
ionosphere,"ionosphere Research, ionosphere Technology",interest_1541
ionotronics,"ionotronics Research, ionotronics Technology",interest_1542
iot,"iot Research, iot Technology",interest_1543
iot networks,"IN, Telecommunications, Wireless Systems",interest_1544
iot/cps communications,"ICC, Telecommunications, Wireless Systems",interest_1545
ip protection,IP,interest_1546
irrigation,"irrigation Research, irrigation Technology",interest_1547
irrigation management,IM,interest_1548
isotope production,IP,interest_1549
issues in high dimensional data analysis,IHDDA,interest_1550
its,"its Research, its Technology",interest_1551
ivd,"ivd Research, ivd Technology",interest_1552
ivhm,"ivhm Research, ivhm Technology",interest_1553
jet impingement,JI,interest_1554
joining of ceramics,JC,interest_1555
just migration,JM,interest_1556
kinetic theory,KT,interest_1557
kinetics,"kinetics Research, kinetics Technology",interest_1558
km,"km Research, km Technology",interest_1559
knowledge representation and reasoning,KRR,interest_1560
kohn sham,KS,interest_1561
l,"l Research, l Technology",interest_1562
lab on chip,LOC,interest_1563
lab-on-a-chip,LOAC,interest_1564
lab-on-a-chip devices,LOACD,interest_1565
label-free imaging,LFI,interest_1566
labour,"labour Research, labour Technology",interest_1567
labour economics,LE,interest_1568
land and water resource management,LWRM,interest_1569
landslide hazard,LH,interest_1570
landslides,"landslides Research, landslides Technology",interest_1571
langauge models,LM,interest_1572
language dynamics,LD,interest_1573
lanthanides,"lanthanides Research, lanthanides Technology",interest_1574
large deformations,LD,interest_1575
large scale structures,LSS,interest_1576
laser ablation,LA,interest_1577
laser and photonics,LP,interest_1578
laser assisted manufacturing and surface,LAMS,interest_1579
laser assisted sensing,LAS,interest_1580
laser diagnostics,LD,interest_1581
laser ignition,LI,interest_1582
laser material processing,"Advanced Materials, LMP, Materials Science",interest_1583
laser material processing & laser additive,"Advanced Materials, LMPLA, Materials Science",interest_1584
laser materials processing,"Advanced Materials, LMP, Materials Science",interest_1585
laser plasma,LP,interest_1586
laser processing,LP,interest_1587
laser processing of alloys,LPA,interest_1588
laser sintering,LS,interest_1589
lasers,"lasers Research, lasers Technology",interest_1590
lattice boltzmann simulations,LBS,interest_1591
lattice dynamics,LD,interest_1592
lattice structure,LS,interest_1593
law,"law Research, law Technology",interest_1594
layered oxide cathodes,LOC,interest_1595
lca,"lca Research, lca Technology",interest_1596
leachate,"leachate Research, leachate Technology",interest_1597
lead free piezoceramics,LFP,interest_1598
leadership and entrepren,LE,interest_1599
learning analytics,"Artificial Intelligence, LA, Machine Intelligence",interest_1600
legal ai,"Artificial Intelligence, LA, Machine Intelligence",interest_1601
legal analytics,LA,interest_1602
legged robots,"Autonomous Systems, LR, Robotics & Automation",interest_1603
lens,"lens Research, lens Technology",interest_1604
les and dns,LD,interest_1605
leukemia,"leukemia Research, leukemia Technology",interest_1606
li ion batteries,LIB,interest_1607
li-ion battery,"Clean Energy, LIB, Renewable Energy Systems",interest_1608
lidar,"lidar Research, lidar Technology",interest_1609
lie group application,LGA,interest_1610
life cycle analysis,LCA,interest_1611
life cycle assessment,"Cradle-to-Grave Analysis, Environmental Impact Assessment, LCA",interest_1612
light alloys,LA,interest_1613
light scattering,LS,interest_1614
light weight aggregate concrete,LWAC,interest_1615
light-emitting diodes,LED,interest_1616
linear algebra,LA,interest_1617
linear and nonlinear stability analsysis,LNSA,interest_1618
lipid bilayers,LB,interest_1619
lipid metabolism,LM,interest_1620
liposomes,"liposomes Research, liposomes Technology",interest_1621
